H_ery_ID	HEeggA	HEeggB	HEeggC	HE4cA	HE4cB	HE4cC	HE16cA	HE16cB	HE16cC	HE32cA	HE32cB	HE32cC	HEblA	HEblB	HEblC	HEgaA	HEgaB	HEgaC	HEprA	HEprB	HEprC
HER_7973	0	0	0	0	0	0	1	0	0	0	0	0	2	3	2	0	2	1	1	1	0
HER_7974	44	26	41	67	79	85	164	100	75	56	95	44	33	62	54	39	41	54	76	40	22
HER_7976	1	0	0	15	8	8	0	0	0	0	1	2	6	4	1	2	4	1	1	0	2
HER_7977	0	0	0	0	0	0	0	3	2	3	0	0	0	1	2	1	0	0	2	2	0
HER_7981	86	216	142	380	250	244	752	372	520	100	318	366	28	104	26	18	24	14	12	12	12
HER_7983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_7984	42	80	52	138	109	112	302	152	194	61	140	157	7	36	9	8	6	6	6	4	4
HER_7986	85	192	129	354	292	223	671	366	438	211	440	366	29	117	21	16	26	13	16	9	11
HER_7988	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	0	0
HER_7989	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0	1	1	0
HER_7990	46	30	44	230	227	216	690	444	418	204	402	381	288	386	250	76	126	104	174	128	35
HER_7991	15	11	7	37	44	33	158	122	87	62	102	61	357	271	863	221	87	89	317	302	30
HER_7992	85	8	57	48	33	36	29	31	73	18	24	72	843	753	1061	1116	1640	1421	2127	1550	1026
HER_7993	1498	1562	3810	7252	6642	7560	12378	8342	8582	4844	8282	10147	1383	3065	1035	1013	1531	1114	1607	1429	820
HER_7994	503	2382	1290	1407	1126	961	1755	1311	1632	989	1511	1290	207	311	151	156	166	120	131	115	44
HER_7995	12	16	41	50	34	91	59	50	94	37	33	105	76	80	82	76	87	69	96	83	61
HER_7996	0	4	3	0	3	2	3	2	4	3	0	36	14	14	3	1	3	2	1	2	2
HER_7997	0	6	1	0	0	0	3	1	2	0	0	54	2	22	2	2	0	0	3	1	0
HER_7998	0	0	0	0	0	0	1	0	0	0	0	1	1	6	0	0	1	0	0	0	0
HER_7999	0	0	2	3	8	1	2	10	1	0	3	7	11	2	4	4	7	12	7	6	2
HER_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_80	19	24	25	279	193	140	558	325	244	146	294	309	142	254	166	99	155	199	226	136	68
HER_800	0	2	0	2	2	0	4	5	8	2	4	4	46	24	20	8	18	16	10	4	4
HER_8000	1	5	0	51	26	7	33	16	20	12	15	16	3	3	9	12	8	2	9	9	10
HER_8001	2773	4035	2852	1276	1659	876	1534	983	760	889	1551	2914	3036	2696	1828	2116	1799	990	2033	1438	640
HER_8002	62	82	74	87	84	64	140	84	65	67	110	152	5410	4676	16661	24090	31077	32961	42574	31940	15825
HER_8003	42	100	84	451	350	311	560	574	772	162	256	588	543	424	500	198	319	266	420	294	138
HER_8004	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	12	1	4	8	5	5
HER_8009	1	0	0	0	2	1	0	0	22	0	1	0	4	7	3	6	12	2	13	17	6
HER_801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8010	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	4	1	0	0	0	1
HER_8012	24	37	52	580	418	520	998	544	726	173	505	937	322	340	364	218	234	308	691	552	206
HER_8013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HER_8014	14	14	38	239	192	247	469	267	287	206	337	421	173	188	175	143	95	117	294	263	89
HER_8015	0	0	0	0	0	0	0	0	0	0	0	0	78	5	90	98	151	42	93	79	32
HER_8016	28	90	52	323	306	326	572	589	561	232	360	336	501	285	141	86	143	129	171	131	79
HER_8017	86	89	155	641	629	521	1952	1587	1000	733	1292	1018	39	289	107	60	49	43	87	76	33
HER_8018	1	2	1	2	4	0	6	0	2	2	10	12	2	2	4	16	6	1	8	4	2
HER_8021	0	0	0	2	0	0	4	2	0	0	0	3	0	0	0	0	2	1	2	2	0
HER_8022	1	0	0	2	0	1	4	1	0	1	2	6	2	0	0	2	2	0	4	2	0
HER_8023	510	568	595	666	506	477	518	576	394	183	215	342	2144	1608	1562	1012	2391	1310	1387	1279	649
HER_8025	50	32	94	140	204	116	224	174	206	134	166	284	1195	1082	1158	591	1129	617	611	546	153
HER_8027	99	112	157	1135	753	1098	2104	1447	2264	710	1292	811	426	479	374	223	354	284	301	214	142
HER_8028	1	0	0	2	1	3	0	0	0	0	0	4	10	7	2	4	6	3	11	12	7
HER_803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8030	40	23	26	198	271	196	495	55	211	29	290	133	453	400	616	527	738	536	801	708	342
HER_8031	128	332	210	901	696	679	2654	1594	1998	527	1223	1652	551	701	590	290	526	351	689	647	201
HER_8032	34	114	57	155	84	98	169	114	184	48	81	172	177	195	177	226	333	346	443	333	228
HER_8033	123	189	154	261	239	172	382	204	332	68	173	230	440	340	496	248	502	336	486	406	138
HER_8034	632	764	716	1262	1154	881	2130	1221	1488	627	1158	1336	2586	1981	2306	1199	2593	1745	2456	1907	659
HER_8035	22	5	4	8	31	12	10	0	10	0	8	30	8	14	2	4	7	4	8	4	6
HER_8036	17	40	28	388	215	118	293	239	343	109	170	322	295	369	353	209	295	290	563	430	196
HER_8037	1916	2002	1599	1884	2553	1929	3318	1925	1225	1940	3185	2112	2049	1295	2098	5019	2684	2547	5281	4289	2972
HER_8038	17	34	15	91	165	96	440	212	281	85	224	123	116	80	171	55	135	108	216	210	52
HER_8040	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	2	1	0
HER_8041	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0	0
HER_8044	1	4	2	6	4	2	3	1	4	1	2	3	5	4	3	2	5	3	10	5	0
HER_8045	22	44	18	238	323	308	478	474	320	281	310	565	6342	5144	4913	2259	4101	3168	3567	3082	561
HER_8046	562	1389	738	5042	4326	3954	10984	6324	8572	3104	6522	6524	1022	1506	1284	772	1456	1250	1500	1354	550
HER_8047	0	3	1	3	5	2	43	18	26	9	17	7	40	58	15	5	5	1	1	6	0
HER_8048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8049	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8050	0	0	2	0	0	0	12	0	1	0	14	0	0	1	0	0	0	0	0	0	1
HER_8051	402	1376	496	522	758	718	3452	1764	2560	1078	2502	1508	608	576	444	184	490	328	452	596	132
HER_8052	89	231	160	964	518	1018	667	1181	885	567	477	1185	86	348	120	153	123	111	287	236	164
HER_8053	6	28	3	32	42	24	90	26	52	23	85	71	280	234	326	135	304	232	538	466	50
HER_8054	279	661	700	843	781	896	1505	1214	982	652	959	1106	732	896	569	320	451	381	483	346	181
HER_8055	1747	1699	2049	979	1254	720	1534	1312	1600	618	1046	1119	405	660	392	160	204	292	185	188	107
HER_8057	305	945	568	1149	1271	442	3440	1667	1688	844	2184	2003	4417	4463	1899	689	988	878	988	756	349
HER_8058	11296	4231	12136	5530	6852	4712	4795	2970	2442	3287	5227	14259	5604	8143	1068	527	586	664	385	258	133
HER_8059	0	0	0	0	5	2	1	1	0	0	1	1	1	2	1	0	1	0	2	0	0
HER_8060	168	131	138	917	705	594	1333	1003	1099	381	889	935	469	860	770	351	445	312	820	472	171
HER_8063	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	1	2
HER_8065	21	13	13	111	50	71	155	108	111	113	192	168	141	156	55	20	22	26	26	13	8
HER_8066	156	71	459	71	339	271	529	2601	2644	1445	377	754	3762	4606	3035	1225	2265	1645	1982	1393	737
HER_8067	62	310	202	260	266	276	630	423	415	278	504	594	45	202	46	31	85	50	92	64	32
HER_8068	40	56	39	206	184	228	760	564	561	381	480	388	354	318	260	56	147	106	143	151	41
HER_807	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	0
HER_8071	102	298	159	2347	988	664	2129	1762	900	963	1259	1816	137	318	140	27	46	15	72	63	13
HER_8072	332	172	604	182	220	172	334	36	158	20	232	212	32	84	4	12	36	4	4	2	12
HER_8074	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0
HER_8075	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
HER_8076	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
HER_8077	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
HER_8078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8079	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HER_808	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	6	4	0
HER_8080	1	0	0	0	0	0	1	0	0	0	1	0	3	9	2	3	3	4	2	1	2
HER_8081	5	5	5	8	6	16	51	1	5	2	47	7	70	80	38	33	59	123	50	43	19
HER_8082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8083	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	2	0	1	0	0
HER_8084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HER_8086	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0
HER_8087	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0
HER_8088	24	10	31	44	20	14	25	3	25	2	28	61	7	25	1	20	18	20	12	6	6
HER_8089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HER_8090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_8091	0	0	0	5	0	1	3	2	10	1	2	26	1	8	0	2	2	5	5	1	2
HER_8092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	1	0
HER_8093	0	2	2	4	3	5	4	3	2	0	6	8	3	3	6	6	1	3	4	1	3
HER_8095	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
HER_8096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HER_8098	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
HER_8099	76	368	188	304	301	300	771	525	515	308	593	726	43	244	58	33	91	60	114	71	36
HER_8100	22	40	21	126	124	171	600	404	394	265	358	281	300	246	187	34	116	76	106	111	28
HER_8103	98	234	142	1802	860	542	1654	1602	835	932	1042	1601	94	284	120	22	44	12	55	46	15
HER_8104	369	158	622	203	246	169	343	32	156	17	232	216	28	82	6	11	38	6	4	2	10
HER_8105	23	13	9	67	329	4	23	3	327	3	10	66	1	8	0	2	1	2	0	0	0
HER_8106	5	0	1	4	30	0	2	0	17	0	3	6	1	0	0	0	0	1	0	0	0
HER_8107	0	1	3	4	7	6	32	0	0	2	14	0	1	0	0	3	1	0	1	1	1
HER_8110	74	4	65	72	63	215	102	64	27	46	93	18	247	13	37	102	51	50	48	36	35
HER_8111	166	245	215	328	365	349	1470	889	961	522	868	946	60	134	46	22	40	30	75	43	13
HER_8114	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	1
HER_8115	209	294	363	2235	2765	2622	2886	2798	3009	1199	1732	2842	1730	2359	1648	604	1021	806	1098	872	457
HER_8116	37	169	36	235	93	17	165	62	157	44	112	56	352	485	501	411	629	547	737	615	282
HER_8117	102	276	122	1293	1043	1023	4031	2623	2322	1474	2506	1422	1131	824	1042	707	932	666	1698	1332	494
HER_812	0	0	1	3	3	1	7	4	4	0	2	2	1	2	0	2	0	0	0	0	0
HER_8120	59	121	59	386	669	497	1000	464	1018	159	552	650	456	443	459	198	412	382	463	312	158
HER_8121	330	640	390	3257	2262	2525	3943	2477	3652	1463	2703	3542	10888	12174	11253	6296	15062	9153	9857	8477	3892
HER_8122	5	5	8	35	39	34	160	121	91	52	123	61	60	51	28	5	13	24	28	37	7
HER_8123	16	26	11	86	81	83	283	189	252	109	202	138	88	179	101	39	27	42	77	77	6
HER_8124	8	8	4	32	28	28	114	60	92	32	49	57	39	79	30	9	12	9	34	23	3
HER_8125	86	105	54	437	365	333	1174	1103	1130	593	712	844	450	412	622	171	267	197	616	475	103
HER_8126	4	0	2	0	6	0	1	2	0	0	1	0	1	0	0	1	5	1	1	2	3
HER_8127	62	81	46	328	275	251	860	738	764	228	341	502	322	294	479	116	153	120	463	383	72
HER_8128	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0	0
HER_8129	12	34	24	198	62	80	191	82	137	18	100	95	135	178	175	154	312	273	463	316	132
HER_813	195	204	108	216	253	226	224	288	219	317	227	240	44	140	39	15	12	6	10	8	6
HER_8130	358	407	259	453	486	552	1034	560	586	363	729	662	197	268	126	87	93	60	145	124	36
HER_8131	300	134	252	599	502	401	782	392	1362	223	477	903	602	732	200	167	209	131	224	144	95
HER_8132	1	2	3	30	3	4	12	4	20	4	9	8	6	6	15	6	27	3	8	11	17
HER_8133	271	259	331	219	205	201	186	189	229	106	156	196	50	73	24	18	53	21	38	24	29
HER_8134	374	874	656	1357	1302	1300	4190	3622	3604	2154	3167	3008	2332	2571	1715	744	955	764	1072	1107	349
HER_8135	2	1	11	10	24	1	4	1	285	6	6	204	13	27	12	11	20	3	6	6	10
HER_8136	99	27	187	334	219	237	450	154	248	126	377	350	858	944	1134	850	920	885	874	710	332
HER_8137	318	910	646	1150	749	660	1618	1596	805	698	1187	1668	1833	1944	2469	1554	2717	1839	2168	1853	931
HER_8139	3826	4536	5621	8591	7406	6311	10908	5653	6456	4298	8619	8987	2556	3616	1669	2127	1627	1587	2786	1965	1383
HER_814	1	0	0	7	0	3	2	0	0	2	0	0	32	60	14	12	8	6	4	8	5
HER_8140	23	37	41	138	282	168	482	447	471	155	304	405	136	281	120	143	193	158	224	197	93
HER_8141	202	299	309	1258	922	690	2796	1492	1764	392	1134	1648	610	864	728	500	990	721	1466	1166	392
HER_8143	0	0	0	2	0	0	4	2	2	0	0	2	0	0	4	1	6	2	12	12	0
HER_8144	2	1	0	1	3	2	0	0	0	0	0	9	0	3	2	2	4	2	10	12	0
HER_8146	16	21	21	113	128	80	220	143	208	139	259	198	35	26	52	17	30	30	27	35	18
HER_8147	22	100	44	331	387	340	1733	877	1216	196	809	796	158	169	221	59	131	105	220	214	55
HER_8148	426	704	578	2865	1600	1509	3283	1467	3010	450	1487	1823	5289	5076	5246	2468	5436	4354	5838	4579	2142
HER_815	66	86	68	261	142	175	483	497	447	176	267	439	1125	885	411	144	338	193	281	234	87
HER_8150	0	0	0	3	1	0	1	0	2	4	0	2	0	0	2	0	0	0	2	2	1
HER_8151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HER_8152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8155	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	3	6	1	4	1	4
HER_8157	96	280	144	775	648	618	1607	952	879	447	905	679	163	281	189	148	158	145	279	234	146
HER_8158	4	0	10	1	6	3	4	36	7	38	2	10	1	2	3	0	0	0	5	1	2
HER_8159	0	2	2	17	8	2	8	30	4	23	14	8	10	6	8	4	4	4	11	9	4
HER_816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
HER_8160	564	188	821	1437	1028	912	1899	2158	1825	1344	1490	1709	909	1566	696	384	284	254	383	250	285
HER_8161	626	799	662	559	452	424	245	200	292	244	252	374	183	250	86	207	163	171	160	151	104
HER_8162	605	716	751	738	469	270	1650	806	1006	415	1176	706	121	224	101	61	83	35	125	66	53
HER_8164	168	240	242	230	122	83	448	240	290	190	408	210	39	76	27	46	13	5	21	14	5
HER_8165	186	477	482	1159	949	855	3792	2891	3121	1042	1844	2290	1976	2642	1734	438	929	599	1050	908	258
HER_8166	64	98	105	365	394	314	635	263	543	194	414	560	296	283	326	192	244	220	497	391	147
HER_8167	9	269	27	37	172	35	378	76	184	66	320	151	168	227	92	102	160	77	125	103	73
HER_8168	164	232	123	766	718	956	810	914	883	816	806	764	1770	1617	740	1141	1303	621	1246	1070	236
HER_8169	317	1236	805	2137	1764	1456	3894	2633	3345	1561	2263	2893	2335	2775	2166	685	1204	799	1483	1105	396
HER_817	36	171	82	1008	646	710	759	670	808	298	384	788	126	196	131	162	270	150	301	218	117
HER_8170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8171	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	1	0	2	1	0
HER_8172	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HER_8173	0	1	4	3	2	2	2	4	5	2	1	2	12	5	9	8	4	2	12	8	1
HER_8174	0	0	0	2	2	0	1	0	0	0	0	1	2	0	2	0	2	0	0	0	0
HER_8176	30	62	48	89	172	140	553	299	479	154	311	241	449	364	219	52	177	144	149	164	32
HER_8177	510	528	606	2452	2058	2184	3636	3042	4294	2672	3556	4426	3262	2980	1580	2204	2148	1996	2370	2026	1364
HER_8178	162	153	89	851	697	728	1241	1056	753	292	591	1060	711	660	474	609	931	703	1132	876	516
HER_8179	105	37	168	559	222	222	369	242	423	167	302	524	1306	950	1073	1784	1234	1361	1942	1347	913
HER_8180	0	0	0	0	1	0	0	1	0	0	0	0	1	1	4	0	0	0	0	1	1
HER_8182	0	1	0	0	1	1	2	6	0	2	0	0	1	1	13	1	0	0	2	1	1
HER_8183	63	69	30	200	320	175	392	209	157	240	392	408	137	180	190	88	152	83	217	147	90
HER_8185	496	345	766	372	404	266	698	399	533	378	687	481	389	299	171	105	149	94	180	111	56
HER_8187	34	31	50	342	286	346	894	612	529	191	387	310	425	195	224	93	137	113	212	164	61
HER_8188	1278	1027	831	4593	3219	2477	3584	3633	3777	2223	2498	3540	5893	5517	2916	1590	1390	979	2006	1505	923
HER_8189	563	854	626	864	1007	874	1464	1152	1014	713	1144	992	465	495	391	447	595	378	772	649	329
HER_8190	50	17	60	106	67	55	179	123	131	58	87	173	404	355	559	543	893	645	1043	865	379
HER_8193	180	163	174	498	404	410	694	571	547	222	464	577	397	589	372	232	293	262	487	352	139
HER_8194	96	408	174	728	752	806	812	1052	1254	518	554	786	460	636	535	505	649	566	670	546	296
HER_8197	1038	875	1946	3429	1755	1993	5004	2204	2491	2435	5324	2418	6171	5297	5077	10681	17193	24395	23066	16300	20561
HER_8198	1094	894	2053	3052	1651	1707	3995	1278	2015	1419	4135	3279	7589	9188	4919	15904	25963	29333	23718	16099	28400
HER_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_820	36	92	36	419	220	197	397	174	266	86	244	206	244	194	198	98	166	109	167	138	54
HER_8200	14	8	13	93	77	154	168	56	261	42	154	62	62	66	26	86	53	49	42	49	76
HER_8201	702	3050	1199	554	1142	368	820	1100	1061	412	566	1025	1035	702	408	224	378	329	198	170	172
HER_8202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0
HER_8203	335	1843	671	366	650	192	538	568	557	117	196	524	552	417	226	98	162	155	142	118	85
HER_8204	185	613	336	206	282	179	290	335	348	138	157	281	401	444	331	139	226	206	218	174	86
HER_8205	21	0	24	234	156	97	143	158	115	73	80	171	28	106	51	52	43	41	41	21	16
HER_8206	1	5	8	30	22	9	17	27	92	16	6	16	3	2	5	5	0	0	7	8	0
HER_8209	6	8	9	57	30	38	64	70	81	42	55	62	5	11	8	10	14	9	26	26	6
HER_821	41	130	41	411	209	184	365	208	260	119	282	235	261	176	186	71	146	99	156	118	60
HER_8210	18	36	44	292	248	273	954	407	434	250	628	390	60	154	57	42	58	50	91	70	40
HER_8211	131	154	128	452	635	360	1593	775	923	369	1073	917	106	314	194	184	236	201	330	252	133
HER_8212	159	240	173	1300	1064	1118	2821	1475	1633	493	1388	1553	3901	3240	3003	1657	3512	2620	3757	2808	1300
HER_8213	0	2	4	8	7	11	30	12	20	8	20	19	4	5	2	2	10	2	4	0	2
HER_8214	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
HER_8215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HER_8218	1	2	1	8	8	5	4	2	7	2	3	9	9	10	5	8	10	11	6	6	5
HER_8219	4	4	2	26	14	8	12	6	16	10	14	28	12	16	16	7	8	6	17	14	1
HER_822	104	104	69	1243	885	344	1243	688	1150	148	578	1278	1154	1054	920	508	847	797	1083	837	340
HER_8220	4	0	2	5	6	5	13	21	16	12	9	18	4	6	23	5	2	11	20	15	2
HER_8221	3	1	6	15	14	12	10	19	14	17	18	29	6	10	8	2	5	4	15	8	0
HER_8222	33	96	47	464	318	362	688	492	532	406	618	460	193	280	254	192	95	92	186	138	38
HER_8225	2	0	0	2	0	0	3	2	4	0	2	5	20	7	30	150	102	68	164	138	82
HER_8227	654	404	576	1504	1707	1554	1400	1019	1942	677	910	2009	2582	2198	1947	1429	1846	1158	1478	1227	540
HER_8228	0	2	2	2	2	0	2	5	6	2	1	1	22	28	12	10	24	12	29	22	4
HER_8229	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	1	0	0
HER_823	44	125	71	358	256	207	635	500	511	198	358	642	160	261	303	135	194	208	501	425	96
HER_8231	1557	3373	1489	3218	1618	1284	1512	1209	1540	606	922	1572	1019	646	618	458	602	456	1123	704	385
HER_8232	0	0	0	0	2	0	0	13	0	10	0	0	0	0	19	2	0	3	11	6	1
HER_8233	138	135	137	376	348	377	670	310	302	174	386	377	558	461	318	232	414	378	480	383	172
HER_8234	46	164	55	499	497	300	666	437	619	198	412	341	178	277	171	109	132	122	189	118	88
HER_8235	0	1	5	0	0	0	4	11	0	18	3	0	44	19	17	6	10	3	8	7	1
HER_8236	360	258	395	855	419	292	691	526	533	184	355	369	58	176	53	57	42	52	86	68	26
HER_8237	10	16	18	102	110	82	134	158	150	64	78	137	28	102	66	44	74	60	90	76	32
HER_8238	1	0	0	3	4	2	3	6	1	3	2	4	1	3	2	1	0	1	1	2	1
HER_824	135	80	119	318	105	82	419	138	109	99	253	113	240	130	171	210	269	225	420	279	318
HER_8240	0	2	2	6	3	4	3	9	4	5	6	4	2	4	2	2	6	4	4	3	1
HER_8242	0	0	2	0	0	0	1	2	1	1	0	2	0	3	0	1	2	0	2	3	2
HER_8244	2	2	7	0	2	0	1	0	0	2	1	0	25	18	24	15	14	9	12	8	6
HER_8246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8247	84	157	196	876	628	682	1836	1183	936	438	846	1080	678	585	526	348	576	340	877	696	234
HER_8248	0	1	2	0	2	0	4	0	3	0	2	12	0	8	1	0	3	0	1	2	2
HER_8249	12	17	26	96	85	82	151	99	175	64	110	133	5	27	9	17	19	11	31	23	10
HER_825	100	175	135	442	436	367	1226	768	1137	299	627	800	437	492	549	231	501	358	754	589	180
HER_8250	14	38	38	272	243	270	919	393	430	240	584	370	58	144	56	40	56	44	88	72	39
HER_8251	134	145	118	428	641	300	1594	771	938	339	1083	888	95	309	189	180	245	204	327	240	136
HER_8252	296	414	281	2033	1650	1729	3725	1947	2127	947	2114	2311	5803	4959	4514	3032	4736	3529	4957	3822	1931
HER_8253	0	1	6	2	2	3	14	6	7	3	13	8	4	5	3	0	8	3	4	1	1
HER_8254	0	2	0	10	8	10	22	11	20	8	14	14	2	2	1	2	6	1	2	0	2
HER_8255	0	0	0	0	1	0	0	1	1	0	0	0	0	0	4	0	3	0	1	1	0
HER_8256	0	0	0	0	0	1	1	2	0	1	0	1	1	0	4	0	1	0	0	2	0
HER_8258	0	1	1	4	5	2	3	1	3	1	2	5	4	7	3	2	5	5	6	4	2
HER_8259	2	4	2	18	11	7	9	6	15	10	6	24	8	9	17	4	8	6	20	9	0
HER_8260	1	2	2	1	4	2	6	5	6	4	6	5	6	1	6	4	3	3	3	6	0
HER_8261	31	71	35	352	268	334	384	306	544	208	264	444	180	286	212	114	79	84	145	112	31
HER_8262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HER_8263	2	0	0	0	0	0	1	0	1	0	2	2	8	3	11	46	50	28	84	62	36
HER_8265	658	428	587	1585	1761	1611	1526	1044	2034	677	963	2062	2728	2256	1989	1482	1888	1214	1544	1259	562
HER_8266	3	2	2	4	2	0	2	11	8	4	2	2	12	24	14	3	12	5	12	12	0
HER_8268	2408	4100	2151	3128	2316	1885	2547	1725	2835	988	1662	2493	1051	1128	890	780	968	593	1599	1112	572
HER_8269	0	0	0	0	2	0	0	14	0	9	0	0	0	0	20	2	0	2	11	6	1
HER_827	24	52	46	474	295	543	1155	971	867	368	840	932	1332	1026	3167	3000	2601	2733	7933	3807	1943
HER_8270	0	0	0	0	0	0	0	0	0	0	0	0	9	7	4	5	4	4	8	7	1
HER_8272	121	118	122	348	294	320	546	265	268	160	321	322	462	387	276	188	338	316	436	339	142
HER_8273	42	202	66	479	533	318	716	493	796	223	428	413	220	354	174	124	152	114	229	148	96
HER_8274	256	245	395	739	382	324	1217	691	643	265	661	267	52	125	80	55	34	51	86	53	22
HER_8275	10	16	14	109	97	82	162	158	140	62	109	103	30	74	66	41	72	51	83	84	30
HER_8276	1	1	1	4	5	3	3	7	1	4	3	5	6	5	6	4	4	3	6	4	2
HER_8278	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HER_8279	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
HER_828	20	17	32	168	102	197	415	372	303	203	403	387	494	399	1206	1674	816	1123	2939	1544	908
HER_8280	16	8	24	6	25	5	0	6	4	2	1	7	2	2	3	10	9	10	9	1	2
HER_8281	0	0	3	0	0	0	0	1	0	2	0	0	16	15	16	7	13	6	4	4	4
HER_8284	64	170	180	636	552	516	1649	1034	844	389	736	851	601	476	526	303	559	332	908	658	224
HER_8285	0	1	2	0	2	2	6	1	2	0	2	19	2	14	2	2	4	0	2	3	4
HER_8286	1	6	4	0	7	2	22	24	11	17	14	11	6	29	30	16	10	5	16	6	2
HER_8287	239	203	168	2233	1754	1615	5026	3156	2411	1123	2437	2308	3335	3587	2900	1379	3077	2294	2713	1958	1001
HER_8288	570	1214	741	1226	1102	889	2263	1567	2080	716	1275	1813	4248	3905	3748	1354	3238	2619	3114	2114	795
HER_8289	23	34	40	79	66	92	111	78	112	66	87	154	126	97	172	256	343	372	524	414	370
HER_829	734	771	914	1387	1128	1106	1706	1742	1700	1117	1380	1552	2445	2772	1698	1110	997	746	1097	881	419
HER_8290	17	181	53	229	231	338	1134	622	934	274	740	746	70	303	66	61	80	55	90	67	29
HER_8293	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	3	3	0	1	0
HER_8294	79	151	40	80	158	550	155	156	123	85	139	269	10	103	21	32	20	20	39	29	22
HER_8295	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	3	1	0
HER_8296	2	3	0	1	3	3	0	4	11	2	4	3	3	4	1	6	6	2	5	5	3
HER_8299	90	212	115	448	641	487	978	444	805	125	449	679	217	273	201	176	289	172	312	228	114
HER_83	0	0	8	0	8	19	3	15	58	7	1	1	4	3	4	3	4	4	8	4	3
HER_830	30726	31940	32150	20930	18200	14959	26204	15820	21140	11956	22578	24018	39500	41702	35154	34373	34071	27287	27706	22932	15046
