Orthogroup	L_var.longestprot
OG0000018	LVA_7632
OG0000018	LVA_7633
OG0000018	LVA_7635
OG0000018	LVA_7643
OG0000018	LVA_7644
OG0000018	LVA_7653
OG0000018	LVA_7654
OG0000018	LVA_7784
OG0000018	LVA_7785
OG0000018	LVA_7795
OG0000018	LVA_7817
OG0000018	LVA_7930
OG0000018	LVA_7931
OG0000018	LVA_7943
OG0000018	LVA_7944
OG0000018	LVA_7946
OG0000018	LVA_7949
OG0000018	LVA_7956
OG0000018	LVA_8047
OG0000018	LVA_8052
OG0000018	LVA_8053
OG0000018	LVA_8054
OG0000019	LVA_10664
OG0000019	LVA_11334
OG0000019	LVA_11997
OG0000019	LVA_17633
OG0000019	LVA_17804
OG0000019	LVA_20091
OG0000019	LVA_20096
OG0000019	LVA_20101
OG0000019	LVA_20106
OG0000019	LVA_20111
OG0000019	LVA_20116
OG0000019	LVA_20124
OG0000019	LVA_20129
OG0000019	LVA_20134
OG0000019	LVA_20139
OG0000019	LVA_20144
OG0000019	LVA_20149
OG0000019	LVA_23398
OG0000019	LVA_23510
OG0000019	LVA_4726
OG0000019	LVA_6969
OG0000020	LVA_19821
OG0000020	LVA_205
OG0000020	LVA_239
OG0000020	LVA_241
OG0000020	LVA_242
OG0000020	LVA_243
OG0000020	LVA_245
OG0000020	LVA_255
OG0000020	LVA_256
OG0000020	LVA_258
OG0000020	LVA_260
OG0000020	LVA_262
OG0000020	LVA_263
OG0000020	LVA_265
OG0000020	LVA_267
OG0000020	LVA_268
OG0000020	LVA_269
OG0000020	LVA_272
OG0000020	LVA_275
OG0000020	LVA_276
OG0000020	LVA_277
OG0000020	LVA_278
OG0000020	LVA_279
OG0000020	LVA_280
OG0000020	LVA_281
OG0000020	LVA_282
OG0000020	LVA_286
OG0000020	LVA_288
OG0000020	LVA_290
OG0000020	LVA_295
OG0000020	LVA_297
OG0000020	LVA_298
OG0000020	LVA_300
OG0000020	LVA_304
OG0000020	LVA_306
OG0000020	LVA_307
OG0000020	LVA_308
OG0000020	LVA_310
OG0000020	LVA_312
OG0000020	LVA_35
OG0000020	LVA_9412
OG0000020	LVA_9450
OG0000020	LVA_9460
OG0000020	LVA_9471
OG0000020	LVA_9497
OG0000020	LVA_95
OG0000020	LVA_9568
OG0000020	LVA_9638
OG0000020	LVA_9706
OG0000020	LVA_9709
OG0000020	LVA_9733
OG0000020	LVA_9739
OG0000020	LVA_9744
OG0000021	LVA_15330
OG0000021	LVA_15457
OG0000022	LVA_36778
OG0000022	LVA_36779
OG0000022	LVA_36783
OG0000022	LVA_36784
OG0000022	LVA_36786
OG0000024	LVA_14715
OG0000024	LVA_21170
OG0000025	LVA_5713
OG0000026	LVA_28748
OG0000026	LVA_33138
OG0000026	LVA_33160
OG0000026	LVA_33161
OG0000026	LVA_33277
OG0000027	LVA_17302
OG0000027	LVA_17631
OG0000027	LVA_18853
OG0000027	LVA_20092
OG0000027	LVA_20097
OG0000027	LVA_20102
OG0000027	LVA_20107
OG0000027	LVA_20112
OG0000027	LVA_20117
OG0000027	LVA_20123
OG0000027	LVA_20128
OG0000027	LVA_20133
OG0000027	LVA_20138
OG0000027	LVA_20143
OG0000027	LVA_20148
OG0000027	LVA_20153
OG0000027	LVA_20158
OG0000027	LVA_30454
OG0000027	LVA_30464
OG0000027	LVA_4698
OG0000027	LVA_7387
OG0000028	LVA_17301
OG0000028	LVA_18854
OG0000028	LVA_20090
OG0000028	LVA_20095
OG0000028	LVA_20100
OG0000028	LVA_20105
OG0000028	LVA_20110
OG0000028	LVA_20115
OG0000028	LVA_20125
OG0000028	LVA_20130
OG0000028	LVA_20135
OG0000028	LVA_20140
OG0000028	LVA_20145
OG0000028	LVA_20150
OG0000028	LVA_20155
OG0000028	LVA_29313
OG0000028	LVA_30453
OG0000028	LVA_4697
OG0000028	LVA_7388
OG0000029	LVA_17615
OG0000029	LVA_17997
OG0000029	LVA_17999
OG0000029	LVA_24953
OG0000029	LVA_34295
OG0000029	LVA_907
OG0000030	LVA_14040
OG0000030	LVA_14260
OG0000030	LVA_15580
OG0000030	LVA_1744
OG0000030	LVA_23157
OG0000030	LVA_26667
OG0000030	LVA_27609
OG0000030	LVA_35579
OG0000030	LVA_7722
OG0000030	LVA_8205
OG0000030	LVA_9031
OG0000031	LVA_13515
OG0000031	LVA_2106
OG0000031	LVA_24053
OG0000031	LVA_32761
OG0000031	LVA_33830
OG0000031	LVA_3703
OG0000031	LVA_6452
OG0000031	LVA_7430
OG0000031	LVA_9111
OG0000031	LVA_9191
OG0000031	LVA_9192
OG0000031	LVA_9193
OG0000031	LVA_9194
OG0000031	LVA_9195
OG0000031	LVA_9196
OG0000031	LVA_9878
OG0000031	LVA_9879
OG0000032	LVA_9762
OG0000033	LVA_11552
OG0000033	LVA_11777
OG0000033	LVA_1256
OG0000033	LVA_14474
OG0000033	LVA_14984
OG0000033	LVA_19554
OG0000033	LVA_2291
OG0000033	LVA_33155
OG0000033	LVA_34059
OG0000033	LVA_7740
OG0000033	LVA_9549
OG0000033	LVA_9569
OG0000033	LVA_9590
OG0000034	LVA_13729
OG0000034	LVA_13981
OG0000034	LVA_13982
OG0000034	LVA_18038
OG0000034	LVA_20465
OG0000034	LVA_7923
OG0000034	LVA_8098
OG0000035	LVA_19914
OG0000035	LVA_2220
OG0000035	LVA_22886
OG0000035	LVA_22887
OG0000035	LVA_22888
OG0000035	LVA_22889
OG0000035	LVA_22893
OG0000035	LVA_22894
OG0000035	LVA_22895
OG0000036	LVA_14555
OG0000036	LVA_14563
OG0000036	LVA_14574
OG0000036	LVA_14578
OG0000036	LVA_35741
OG0000036	LVA_35744
OG0000036	LVA_35748
OG0000037	LVA_10386
OG0000037	LVA_25002
OG0000037	LVA_28440
OG0000037	LVA_3935
OG0000038	LVA_10631
OG0000038	LVA_11103
OG0000038	LVA_17441
OG0000038	LVA_20626
OG0000038	LVA_2439
OG0000038	LVA_29305
OG0000038	LVA_30398
OG0000038	LVA_34785
OG0000038	LVA_8825
OG0000038	LVA_8826
OG0000038	LVA_8967
OG0000038	LVA_9382
OG0000038	LVA_9383
OG0000039	LVA_10286
OG0000039	LVA_10331
OG0000039	LVA_11769
OG0000039	LVA_13005
OG0000039	LVA_13010
OG0000039	LVA_13633
OG0000039	LVA_14618
OG0000039	LVA_16920
OG0000039	LVA_17017
OG0000039	LVA_1713
OG0000039	LVA_17349
OG0000039	LVA_17900
OG0000039	LVA_17963
OG0000039	LVA_18030
OG0000039	LVA_18146
OG0000039	LVA_18238
OG0000039	LVA_18318
OG0000039	LVA_18319
OG0000039	LVA_18757
OG0000039	LVA_1910
OG0000039	LVA_19167
OG0000039	LVA_19473
OG0000039	LVA_20072
OG0000039	LVA_2043
OG0000039	LVA_21037
OG0000039	LVA_21388
OG0000039	LVA_21866
OG0000039	LVA_22014
OG0000039	LVA_22083
OG0000039	LVA_22362
OG0000039	LVA_23091
OG0000039	LVA_23769
OG0000039	LVA_23851
OG0000039	LVA_23873
OG0000039	LVA_25132
OG0000039	LVA_26193
OG0000039	LVA_2653
OG0000039	LVA_26922
OG0000039	LVA_27013
OG0000039	LVA_27071
OG0000039	LVA_27381
OG0000039	LVA_27612
OG0000039	LVA_28233
OG0000039	LVA_29025
OG0000039	LVA_29377
OG0000039	LVA_29378
OG0000039	LVA_29556
OG0000039	LVA_29560
OG0000039	LVA_29683
OG0000039	LVA_30309
OG0000039	LVA_30566
OG0000039	LVA_30577
OG0000039	LVA_30667
OG0000039	LVA_31087
OG0000039	LVA_31483
OG0000039	LVA_31664
OG0000039	LVA_31667
OG0000039	LVA_32115
OG0000039	LVA_32117
OG0000039	LVA_32221
OG0000039	LVA_32291
OG0000039	LVA_33076
OG0000039	LVA_33269
OG0000039	LVA_33273
OG0000039	LVA_34596
OG0000039	LVA_34962
OG0000039	LVA_35287
OG0000039	LVA_35618
OG0000039	LVA_35935
OG0000039	LVA_36594
OG0000039	LVA_374
OG0000039	LVA_499
OG0000039	LVA_5733
OG0000039	LVA_5746
OG0000039	LVA_5748
OG0000039	LVA_6207
OG0000039	LVA_6393
OG0000039	LVA_6447
OG0000039	LVA_6458
OG0000039	LVA_7743
OG0000039	LVA_7776
OG0000039	LVA_7995
OG0000039	LVA_8282
OG0000039	LVA_8285
OG0000039	LVA_8286
OG0000039	LVA_8600
OG0000039	LVA_9485
OG0000039	LVA_9632
OG0000039	LVA_9899
OG0000040	LVA_10034
OG0000040	LVA_10123
OG0000040	LVA_21452
OG0000040	LVA_24083
OG0000040	LVA_24085
OG0000040	LVA_24384
OG0000040	LVA_24385
OG0000040	LVA_28537
OG0000040	LVA_29329
OG0000040	LVA_29330
OG0000040	LVA_29331
OG0000040	LVA_29332
OG0000040	LVA_29334
OG0000041	LVA_32683
OG0000043	LVA_10663
OG0000043	LVA_11333
OG0000043	LVA_11998
OG0000043	LVA_17632
OG0000043	LVA_20088
OG0000043	LVA_20093
OG0000043	LVA_20098
OG0000043	LVA_20103
OG0000043	LVA_20108
OG0000043	LVA_20113
OG0000043	LVA_20118
OG0000043	LVA_20127
OG0000043	LVA_20132
OG0000043	LVA_20137
OG0000043	LVA_20142
OG0000043	LVA_20147
OG0000043	LVA_20152
OG0000043	LVA_6970
OG0000044	LVA_14791
OG0000044	LVA_14792
OG0000044	LVA_14842
OG0000044	LVA_14860
OG0000044	LVA_14862
OG0000044	LVA_14863
OG0000044	LVA_14872
OG0000044	LVA_15468
OG0000046	LVA_25831
OG0000046	LVA_25832
OG0000046	LVA_25833
OG0000046	LVA_25834
OG0000046	LVA_25853
OG0000046	LVA_25854
OG0000046	LVA_25855
OG0000046	LVA_25856
OG0000046	LVA_25857
OG0000046	LVA_25858
OG0000048	LVA_14514
OG0000048	LVA_20089
OG0000048	LVA_20094
OG0000048	LVA_20099
OG0000048	LVA_20104
OG0000048	LVA_20109
OG0000048	LVA_20114
OG0000048	LVA_20126
OG0000048	LVA_20131
OG0000048	LVA_20136
OG0000048	LVA_20141
OG0000048	LVA_20146
OG0000048	LVA_20151
OG0000048	LVA_24710
OG0000049	LVA_11239
OG0000049	LVA_11268
OG0000049	LVA_14528
OG0000049	LVA_34843
OG0000049	LVA_34844
OG0000050	LVA_13214
OG0000050	LVA_13215
OG0000050	LVA_14905
OG0000050	LVA_16246
OG0000050	LVA_18447
OG0000050	LVA_23796
OG0000050	LVA_24794
OG0000050	LVA_24801
OG0000050	LVA_24833
OG0000050	LVA_24972
OG0000050	LVA_30304
OG0000050	LVA_30305
OG0000050	LVA_32490
OG0000050	LVA_32753
OG0000050	LVA_32754
OG0000050	LVA_36597
OG0000050	LVA_37038
OG0000051	LVA_10019
OG0000051	LVA_14735
OG0000051	LVA_19368
OG0000051	LVA_20996
OG0000051	LVA_21619
OG0000051	LVA_32549
OG0000051	LVA_33686
OG0000051	LVA_34120
OG0000051	LVA_34906
OG0000051	LVA_34910
OG0000051	LVA_8181
OG0000051	LVA_8489
OG0000051	LVA_8991
OG0000052	LVA_15268
OG0000052	LVA_25413
OG0000052	LVA_25414
OG0000052	LVA_25780
OG0000052	LVA_30605
OG0000053	LVA_1000
OG0000053	LVA_16610
OG0000053	LVA_1779
OG0000053	LVA_1780
OG0000053	LVA_1788
OG0000053	LVA_1789
OG0000053	LVA_19219
OG0000053	LVA_19220
OG0000053	LVA_19226
OG0000053	LVA_19227
OG0000053	LVA_20232
OG0000053	LVA_20707
OG0000053	LVA_20837
OG0000053	LVA_24555
OG0000053	LVA_27853
OG0000053	LVA_27854
OG0000053	LVA_36871
OG0000053	LVA_37054
OG0000053	LVA_4453
OG0000053	LVA_5962
OG0000053	LVA_6548
OG0000053	LVA_8407
OG0000053	LVA_9116
OG0000054	LVA_15540
OG0000054	LVA_15623
OG0000055	LVA_11722
OG0000055	LVA_164
OG0000055	LVA_16633
OG0000055	LVA_22015
OG0000055	LVA_22016
OG0000055	LVA_22824
OG0000055	LVA_28073
OG0000055	LVA_28679
OG0000055	LVA_29706
OG0000055	LVA_31844
OG0000055	LVA_31845
OG0000055	LVA_3842
OG0000055	LVA_4158
OG0000055	LVA_8009
OG0000056	LVA_14477
OG0000056	LVA_19009
OG0000056	LVA_27939
OG0000056	LVA_3069
OG0000056	LVA_31155
OG0000056	LVA_31156
OG0000056	LVA_6199
OG0000056	LVA_9115
OG0000057	LVA_21150
OG0000057	LVA_21304
OG0000057	LVA_33108
OG0000057	LVA_33228
OG0000057	LVA_35187
OG0000057	LVA_35188
OG0000057	LVA_35264
OG0000057	LVA_35268
OG0000057	LVA_35269
OG0000057	LVA_35270
OG0000059	LVA_13640
OG0000059	LVA_19706
OG0000059	LVA_24775
OG0000059	LVA_32695
OG0000059	LVA_35558
OG0000060	LVA_11037
OG0000060	LVA_11072
OG0000060	LVA_15754
OG0000060	LVA_23860
OG0000060	LVA_23861
OG0000060	LVA_36508
OG0000060	LVA_5554
OG0000060	LVA_5577
OG0000061	LVA_13941
OG0000061	LVA_13951
OG0000061	LVA_14339
OG0000061	LVA_14346
OG0000061	LVA_14349
OG0000061	LVA_14357
OG0000061	LVA_14697
OG0000061	LVA_14703
OG0000061	LVA_14817
OG0000061	LVA_15353
OG0000061	LVA_15357
OG0000061	LVA_18423
OG0000062	LVA_36621
OG0000062	LVA_36633
OG0000062	LVA_36637
OG0000063	LVA_11780
OG0000063	LVA_17128
OG0000063	LVA_1880
OG0000063	LVA_1885
OG0000063	LVA_24720
OG0000063	LVA_24721
OG0000063	LVA_25827
OG0000063	LVA_33420
OG0000063	LVA_33534
OG0000063	LVA_33925
OG0000063	LVA_33996
OG0000063	LVA_34119
OG0000063	LVA_34191
OG0000063	LVA_34194
OG0000063	LVA_34201
OG0000063	LVA_35117
OG0000063	LVA_35118
OG0000063	LVA_35334
OG0000063	LVA_35335
OG0000063	LVA_35377
OG0000063	LVA_35503
OG0000063	LVA_35504
OG0000063	LVA_35505
OG0000064	LVA_15646
OG0000064	LVA_3872
OG0000064	LVA_3873
OG0000064	LVA_5902
OG0000064	LVA_5905
OG0000066	LVA_24045
OG0000066	LVA_24344
OG0000066	LVA_5876
OG0000066	LVA_5877
OG0000066	LVA_5878
OG0000066	LVA_5880
OG0000066	LVA_5881
OG0000066	LVA_5884
OG0000066	LVA_5885
OG0000066	LVA_5886
OG0000066	LVA_5888
OG0000066	LVA_5891
OG0000066	LVA_9201
OG0000066	LVA_9320
OG0000067	LVA_10574
OG0000067	LVA_11241
OG0000067	LVA_13754
OG0000067	LVA_13806
OG0000067	LVA_17032
OG0000067	LVA_17056
OG0000067	LVA_2068
OG0000067	LVA_2069
OG0000067	LVA_2070
OG0000067	LVA_25617
OG0000067	LVA_29316
OG0000067	LVA_8475
OG0000067	LVA_8476
OG0000068	LVA_7730
OG0000068	LVA_7733
OG0000068	LVA_7744
OG0000068	LVA_8112
OG0000068	LVA_8986
OG0000068	LVA_8992
OG0000068	LVA_9004
OG0000068	LVA_9009
OG0000068	LVA_9041
OG0000068	LVA_9046
OG0000068	LVA_9064
OG0000068	LVA_9068
OG0000068	LVA_9075
OG0000068	LVA_9079
OG0000068	LVA_9173
OG0000068	LVA_9178
OG0000068	LVA_9186
OG0000069	LVA_25795
OG0000070	LVA_1632
OG0000071	LVA_7725
OG0000072	LVA_1132
OG0000072	LVA_21932
OG0000072	LVA_24839
OG0000072	LVA_24841
OG0000072	LVA_34541
OG0000072	LVA_349
OG0000072	LVA_7624
OG0000072	LVA_7625
OG0000073	LVA_284
OG0000074	LVA_12231
OG0000074	LVA_12445
OG0000074	LVA_1266
OG0000074	LVA_18383
OG0000074	LVA_2097
OG0000074	LVA_2098
OG0000074	LVA_2100
OG0000074	LVA_22159
OG0000074	LVA_27295
OG0000075	LVA_13975
OG0000076	LVA_34947
OG0000076	LVA_34971
OG0000076	LVA_35035
OG0000076	LVA_7523
OG0000077	LVA_5300
OG0000077	LVA_5303
OG0000077	LVA_7905
OG0000077	LVA_9411
OG0000078	LVA_28487
OG0000078	LVA_35050
OG0000079	LVA_8242
OG0000079	LVA_8293
OG0000079	LVA_8297
OG0000079	LVA_8307
OG0000079	LVA_8318
OG0000079	LVA_8320
OG0000079	LVA_9026
OG0000079	LVA_9152
OG0000079	LVA_9160
OG0000079	LVA_9168
OG0000080	LVA_25913
OG0000080	LVA_25916
OG0000080	LVA_25919
OG0000080	LVA_25920
OG0000080	LVA_25921
OG0000080	LVA_25923
OG0000080	LVA_25925
OG0000080	LVA_25926
OG0000080	LVA_26537
OG0000080	LVA_26538
OG0000080	LVA_26910
OG0000083	LVA_9449
OG0000083	LVA_9452
OG0000083	LVA_9453
OG0000083	LVA_9455
OG0000083	LVA_9459
OG0000083	LVA_9461
OG0000083	LVA_9463
OG0000083	LVA_9465
OG0000083	LVA_9466
OG0000083	LVA_9468
OG0000083	LVA_9470
OG0000083	LVA_9475
OG0000083	LVA_9480
OG0000083	LVA_9483
OG0000083	LVA_9494
OG0000083	LVA_9537
OG0000083	LVA_9543
OG0000083	LVA_9545
OG0000083	LVA_9550
OG0000083	LVA_9551
OG0000083	LVA_9553
OG0000083	LVA_9555
OG0000083	LVA_9556
OG0000083	LVA_9557
OG0000083	LVA_9560
OG0000083	LVA_9562
OG0000083	LVA_9563
OG0000083	LVA_9567
OG0000083	LVA_9570
OG0000083	LVA_9577
OG0000083	LVA_9582
OG0000083	LVA_9586
OG0000083	LVA_9588
OG0000083	LVA_9589
OG0000083	LVA_9591
OG0000083	LVA_9593
OG0000083	LVA_9594
OG0000083	LVA_9597
OG0000083	LVA_9598
OG0000083	LVA_9601
OG0000083	LVA_9602
OG0000083	LVA_9606
OG0000083	LVA_9607
OG0000083	LVA_9614
OG0000083	LVA_9619
OG0000083	LVA_9620
OG0000083	LVA_9621
OG0000083	LVA_9627
OG0000083	LVA_9628
OG0000083	LVA_9631
OG0000083	LVA_9636
OG0000083	LVA_9637
OG0000083	LVA_9639
OG0000083	LVA_9710
OG0000083	LVA_9712
OG0000083	LVA_9713
OG0000083	LVA_9718
OG0000083	LVA_9721
OG0000083	LVA_9725
OG0000083	LVA_9726
OG0000083	LVA_9727
OG0000083	LVA_9732
OG0000083	LVA_9734
OG0000083	LVA_9738
OG0000083	LVA_9743
OG0000083	LVA_9745
OG0000083	LVA_9747
OG0000083	LVA_9752
OG0000083	LVA_9754
OG0000085	LVA_13882
OG0000085	LVA_150
OG0000085	LVA_18643
OG0000085	LVA_18680
OG0000085	LVA_18693
OG0000085	LVA_18698
OG0000085	LVA_18709
OG0000085	LVA_19369
OG0000085	LVA_2364
OG0000085	LVA_23889
OG0000085	LVA_35083
OG0000085	LVA_7501
OG0000085	LVA_7603
OG0000085	LVA_7951
OG0000085	LVA_8594
OG0000085	LVA_8642
OG0000086	LVA_11871
OG0000086	LVA_11880
OG0000086	LVA_19714
OG0000086	LVA_24629
OG0000086	LVA_24672
OG0000086	LVA_3100
OG0000086	LVA_3127
OG0000086	LVA_3134
OG0000086	LVA_31632
OG0000086	LVA_3332
OG0000086	LVA_5345
OG0000086	LVA_5358
OG0000086	LVA_6472
OG0000087	LVA_14476
OG0000087	LVA_18942
OG0000087	LVA_19274
OG0000087	LVA_19363
OG0000087	LVA_19505
OG0000087	LVA_27373
OG0000087	LVA_31567
OG0000088	LVA_9419
OG0000088	LVA_9425
OG0000088	LVA_9501
OG0000088	LVA_9510
OG0000088	LVA_9512
OG0000090	LVA_17863
OG0000090	LVA_24813
OG0000090	LVA_29883
OG0000090	LVA_29884
OG0000090	LVA_35816
OG0000090	LVA_7298
OG0000091	LVA_25401
OG0000091	LVA_25402
OG0000091	LVA_25404
OG0000091	LVA_25466
OG0000091	LVA_25559
OG0000091	LVA_26052
OG0000091	LVA_26053
OG0000091	LVA_26054
OG0000091	LVA_26057
OG0000091	LVA_35897
OG0000091	LVA_36054
OG0000091	LVA_8077
OG0000092	LVA_1867
OG0000092	LVA_19784
OG0000092	LVA_21477
OG0000092	LVA_21899
OG0000092	LVA_24943
OG0000092	LVA_32614
OG0000092	LVA_34612
OG0000092	LVA_34663
OG0000093	LVA_14701
OG0000094	LVA_11882
OG0000094	LVA_13965
OG0000094	LVA_13966
OG0000094	LVA_13974
OG0000094	LVA_13985
OG0000094	LVA_13987
OG0000094	LVA_13990
OG0000094	LVA_13992
OG0000094	LVA_13993
OG0000094	LVA_13996
OG0000094	LVA_13998
OG0000094	LVA_14000
OG0000094	LVA_14308
OG0000094	LVA_14309
OG0000094	LVA_14313
OG0000094	LVA_14315
OG0000094	LVA_4865
OG0000094	LVA_9894
OG0000095	LVA_19462
OG0000096	LVA_20664
OG0000096	LVA_20842
OG0000096	LVA_25698
OG0000097	LVA_4921
OG0000097	LVA_4944
OG0000097	LVA_4947
OG0000097	LVA_4949
OG0000097	LVA_4976
OG0000097	LVA_5065
OG0000097	LVA_5070
OG0000097	LVA_5089
OG0000097	LVA_5095
OG0000098	LVA_10098
OG0000098	LVA_12034
OG0000098	LVA_12056
OG0000098	LVA_1218
OG0000098	LVA_12322
OG0000098	LVA_12352
OG0000098	LVA_13336
OG0000098	LVA_16241
OG0000098	LVA_16250
OG0000098	LVA_16425
OG0000098	LVA_1720
OG0000098	LVA_17654
OG0000098	LVA_18446
OG0000098	LVA_19888
OG0000098	LVA_210
OG0000098	LVA_21720
OG0000098	LVA_22250
OG0000098	LVA_22251
OG0000098	LVA_22276
OG0000098	LVA_22277
OG0000098	LVA_24446
OG0000098	LVA_26418
OG0000098	LVA_2829
OG0000098	LVA_28542
OG0000098	LVA_2886
OG0000098	LVA_29710
OG0000098	LVA_30307
OG0000098	LVA_32491
OG0000098	LVA_32755
OG0000098	LVA_32943
OG0000098	LVA_33575
OG0000098	LVA_34330
OG0000098	LVA_3625
OG0000098	LVA_36599
OG0000098	LVA_37057
OG0000098	LVA_4169
OG0000098	LVA_4217
OG0000098	LVA_4658
OG0000098	LVA_5692
OG0000098	LVA_7104
OG0000098	LVA_7847
OG0000098	LVA_9696
OG0000099	LVA_10012
OG0000099	LVA_10594
OG0000099	LVA_12139
OG0000099	LVA_14692
OG0000099	LVA_17674
OG0000099	LVA_18998
OG0000099	LVA_18999
OG0000099	LVA_19276
OG0000099	LVA_1984
OG0000099	LVA_20284
OG0000099	LVA_22263
OG0000099	LVA_22287
OG0000099	LVA_22662
OG0000099	LVA_22677
OG0000099	LVA_27538
OG0000099	LVA_28240
OG0000099	LVA_28550
OG0000099	LVA_28590
OG0000099	LVA_29283
OG0000099	LVA_33859
OG0000099	LVA_34277
OG0000099	LVA_35100
OG0000099	LVA_4440
OG0000099	LVA_5063
OG0000099	LVA_9200
OG0000100	LVA_27930
OG0000100	LVA_27943
OG0000100	LVA_27944
OG0000102	LVA_13802
OG0000102	LVA_14616
OG0000102	LVA_18608
OG0000102	LVA_23888
OG0000102	LVA_7505
OG0000102	LVA_7512
OG0000102	LVA_7513
OG0000102	LVA_7515
OG0000102	LVA_7533
OG0000102	LVA_7543
OG0000102	LVA_7545
OG0000102	LVA_7551
OG0000102	LVA_7559
OG0000102	LVA_7560
OG0000102	LVA_7561
OG0000104	LVA_19078
OG0000104	LVA_19079
OG0000104	LVA_19890
OG0000105	LVA_130
OG0000105	LVA_13383
OG0000105	LVA_18328
OG0000105	LVA_22553
OG0000105	LVA_2256
OG0000105	LVA_28761
OG0000105	LVA_31900
OG0000105	LVA_32357
OG0000105	LVA_3348
