gene_1,gene_2,species,coex,hpf
delta,foxB,Lv,0,24
delta,foxN2,Lv,5.1919561243144425,6
delta,foxN2,Lv,15.099894847528914,9
delta,foxN2,Lv,7.126258714175059,12
delta,foxN2,Lv,1.7889087656529516,16
delta,foxN2,Lv,1.5359297860669223,20
delta,foxN2,Lv,1.758641600970285,24
delta,foxO,Lv,1.0420475319926874,6
delta,foxO,Lv,1.9768664563617244,9
delta,foxO,Lv,1.4200877872450297,12
delta,foxO,Lv,0.089445438,16
delta,foxO,Lv,0.603400987,20
delta,foxO,Lv,0.3638568829593693,24
delta,hesC,Lv,3.473491773308958,6
delta,hesC,Lv,2.691903259726604,9
delta,hesC,Lv,4.441001807384456,12
delta,hesC,Lv,1.6100178890876566,16
delta,hesC,Lv,0.8776741634668129,20
delta,hesC,Lv,0.6064281382656156,24
delta,hex,Lv,4.186471663619743,6
delta,hex,Lv,5.804416403785488,9
delta,hex,Lv,3.5631293570875293,12
delta,hex,Lv,1.9677996422182469,16
delta,hex,Lv,1.8102029621503013,20
delta,hex,Lv,0.6670709520921769,24
delta,hnf6,Lv,2.9250457038391224,6
delta,hnf6,Lv,1.829652996845426,9
delta,hnf6,Lv,1.0844306738962044,12
delta,hnf6,Lv,0.26833631484794274,16
delta,hnf6,Lv,0.8776741634668129,20
delta,hnf6,Lv,1.2734990903577923,24
delta,soxC,Lv,2.6325411334552102,6
delta,soxC,Lv,2.1030494216614093,9
delta,soxC,Lv,0.6454944487477408,12
delta,soxC,Lv,0.5366726296958855,16
delta,soxC,Lv,0.603400987,20
delta,soxC,Lv,0.6064281382656156,24
delta,tel,Lv,2.6873857404021937,6
delta,tel,Lv,5.678233438485805,9
delta,tel,Lv,1.136070229796024,12
delta,tel,Lv,0.7155635062611807,16
delta,tel,Lv,0.7679648930334613,20
delta,tel,Lv,0.3638568829593693,24
delta,tbr,Lv,8.062157221206581,6
delta,tbr,Lv,15.247108307045215,9
delta,tbr,Lv,6.429124709527497,12
delta,tbr,Lv,2.415026833631485,16
delta,tbr,Lv,1.0970927043335161,20
delta,tbr,Lv,0.2425712553062462,24
delta,tgif,Lv,0.8592321755027422,6
delta,tgif,Lv,4.164037855,9
delta,tgif,Lv,3.3049315775884325,12
delta,tgif,Lv,2.772808586762076,16
delta,tgif,Lv,1.9747668678003287,20
delta,tgif,Lv,1.0309278350515465,24
alx1,fgf,Lv,1.4990859232175504,6
alx1,fgf,Lv,4.500525762355415,9
alx1,fgf,Lv,3.150012909888975,12
alx1,fgf,Lv,1.162790697674419,16
alx1,fgf,Lv,0.4936917169500823,20
alx1,fgf,Lv,0.060642814,24
fgf,pmar1,Lv,2.5959780621572213,6
fgf,pmar1,Lv,0.9463722397476341,9
fgf,pmar1,Lv,0.3356571133488252,12
fgf,pmar1,Lv,0,16
fgf,pmar1,Lv,0.054854635,20
fgf,pmar1,Lv,0,24
dr1,fgf,Lv,3.1444241316270567,6
dr1,fgf,Lv,5.3627760252365935,9
dr1,fgf,Lv,5.370513813581203,12
dr1,fgf,Lv,7.5134168157423975,16
dr1,fgf,Lv,11.13549094898519,20
dr1,fgf,Lv,7.822922983626442,24
ets1,fgf,Lv,4.497257769652651,6
ets1,fgf,Lv,7.360672975814933,9
ets1,fgf,Lv,5.163955589981925,12
ets1,fgf,Lv,1.2522361359570662,16
ets1,fgf,Lv,1.5907844212835986,20
ets1,fgf,Lv,0.8489993935718617,24
erg,fgf,Lv,0,6
erg,fgf,Lv,0,9
erg,fgf,Lv,0,12
erg,fgf,Lv,0,16
erg,fgf,Lv,0,20
erg,fgf,Lv,0,24
fgf,foxB,Lv,0.054844607,6
fgf,foxB,Lv,0.084121977,9
fgf,foxB,Lv,4.5184611412341855,12
fgf,foxB,Lv,1.073345259391771,16
fgf,foxB,Lv,0.3839824465167305,20
fgf,foxB,Lv,0.18192844147968465,24
fgf,foxN2,Lv,3.7111517367458866,6
fgf,foxN2,Lv,5.615141955835962,9
fgf,foxN2,Lv,5.680351148980119,12
fgf,foxN2,Lv,1.878354204,16
fgf,foxN2,Lv,3.017004936917169,20
fgf,foxN2,Lv,2.607640994542147,24
fgf,foxO,Lv,0.6581352833638026,6
fgf,foxO,Lv,3.8065194532071502,9
fgf,foxO,Lv,4.156984249935452,12
fgf,foxO,Lv,2.5044722719141324,16
fgf,foxO,Lv,2.084476138233681,20
fgf,foxO,Lv,0.3032140691328078,24
fgf,hesC,Lv,2.1572212065813527,6
fgf,hesC,Lv,7.9284963196635125,9
fgf,hesC,Lv,22.902143041569843,12
fgf,hesC,Lv,11.001788908765652,16
fgf,hesC,Lv,3.5655512890839285,20
fgf,hesC,Lv,1.2128562765312312,24
fgf,hex,Lv,3.1809872029250466,6
fgf,hex,Lv,5.404837013669821,9
fgf,hex,Lv,4.621740253033824,12
fgf,hex,Lv,0.7155635062611807,16
fgf,hex,Lv,0.8776741634668129,20
fgf,hex,Lv,2.546998180715585,24
fgf,hnf6,Lv,2.0658135283363803,6
fgf,hnf6,Lv,8.769716088328074,9
fgf,hnf6,Lv,13.426284533953009,12
fgf,hnf6,Lv,8.586762075134168,16
fgf,hnf6,Lv,8.557323093801426,20
fgf,hnf6,Lv,1.758641600970285,24
fgf,soxC,Lv,1.7550274223034734,6
fgf,soxC,Lv,1.934805467928496,9
fgf,soxC,Lv,1.5491866769945783,12
fgf,soxC,Lv,0.8050089445438283,16
fgf,soxC,Lv,0.6582556226001097,20
fgf,soxC,Lv,0.3032140691328078,24
fgf,tel,Lv,2.010968921389397,6
fgf,tel,Lv,2.818086225026288,9
fgf,tel,Lv,1.2651691195455719,12
fgf,tel,Lv,1.4311270125223614,16
fgf,tel,Lv,0.6582556226001097,20
fgf,tel,Lv,0.2425712553062462,24
fgf,tbr,Lv,5.703839122486287,6
fgf,tbr,Lv,6.161934805467928,9
fgf,tbr,Lv,4.776658920733282,12
fgf,tbr,Lv,2.6833631484794283,16
fgf,tbr,Lv,1.7004936917169502,20
fgf,tbr,Lv,0.2425712553062462,24
fgf,tgif,Lv,0.5484460694698354,6
fgf,tgif,Lv,4.079915878023133,9
fgf,tgif,Lv,5.886909372579397,12
fgf,tgif,Lv,2.3255813953488373,16
fgf,tgif,Lv,2.633022490400439,20
fgf,tgif,Lv,3.092783505,24
delta,fgf,Lv,5.447897623400365,6
delta,fgf,Lv,5.4468980021030475,9
delta,fgf,Lv,1.962303124193132,12
delta,fgf,Lv,0.26833631484794274,16
delta,fgf,Lv,0.6582556226001097,20
delta,fgf,Lv,1.1522134627046696,24
alx1,vegfr10,Lv,0.054844607,6
alx1,vegfr10,Lv,3.659305993690852,9
alx1,vegfr10,Lv,2.8918151303898787,12
alx1,vegfr10,Lv,1.4311270125223614,16
alx1,vegfr10,Lv,0.8776741634668129,20
alx1,vegfr10,Lv,0.060642814,24
pmar1,vegfr10,Lv,0.054844607,6
pmar1,vegfr10,Lv,0.4206098843322818,9
pmar1,vegfr10,Lv,0.1549186676994578,12
pmar1,vegfr10,Lv,0,16
pmar1,vegfr10,Lv,0.054854635,20
pmar1,vegfr10,Lv,0,24
dr1,vegfr10,Lv,0.1279707495429616,6
dr1,vegfr10,Lv,4.395373291272345,9
dr1,vegfr10,Lv,1.988122902143041,12
dr1,vegfr10,Lv,1.6100178890876566,16
dr1,vegfr10,Lv,1.2616566099835436,20
dr1,vegfr10,Lv,0.6064281382656156,24
ets1,vegfr10,Lv,0.14625228519195613,6
ets1,vegfr10,Lv,5.3627760252365935,9
ets1,vegfr10,Lv,3.4082106893880715,12
ets1,vegfr10,Lv,2.9516994633273703,16
ets1,vegfr10,Lv,3.017004936917169,20
ets1,vegfr10,Lv,0.2425712553062462,24
erg,vegfr10,Lv,0,6
erg,vegfr10,Lv,0,9
erg,vegfr10,Lv,0,12
erg,vegfr10,Lv,0,16
erg,vegfr10,Lv,0,20
erg,vegfr10,Lv,0,24
foxB,vegfr10,Lv,0,6
foxB,vegfr10,Lv,0.063091483,9
foxB,vegfr10,Lv,3.9504260263361735,12
foxB,vegfr10,Lv,1.3416815742397137,16
foxB,vegfr10,Lv,0.603400987,20
foxB,vegfr10,Lv,0.060642814,24
foxN2,vegfr10,Lv,0.14625228519195613,6
foxN2,vegfr10,Lv,5.678233438485805,9
foxN2,vegfr10,Lv,5.344694035631294,12
foxN2,vegfr10,Lv,3.309481216457961,16
foxN2,vegfr10,Lv,2.7975863960504657,20
foxN2,vegfr10,Lv,0.2425712553062462,24
foxO,vegfr10,Lv,0.036563071,6
foxO,vegfr10,Lv,1.2828601472134595,9
foxO,vegfr10,Lv,1.2909888974954815,12
foxO,vegfr10,Lv,0.8050089445438283,16
foxO,vegfr10,Lv,1.7004936917169502,20
foxO,vegfr10,Lv,0.1212856276531231,24
hesC,vegfr10,Lv,0.21937842778793412,6
hesC,vegfr10,Lv,1.7875920084121977,9
hesC,vegfr10,Lv,4.802478698683191,12
hesC,vegfr10,Lv,2.8622540250447237,16
hesC,vegfr10,Lv,0.7679648930334613,20
hesC,vegfr10,Lv,0,24
hex,vegfr10,Lv,0.10968921389396707,6
hex,vegfr10,Lv,4.5846477392218725,9
hex,vegfr10,Lv,4.156984249935452,12
hex,vegfr10,Lv,1.2522361359570662,16
hex,vegfr10,Lv,1.8650575973669776,20
hex,vegfr10,Lv,0.8489993935718617,24
hnf6,vegfr10,Lv,0.14625228519195613,6
hnf6,vegfr10,Lv,1.4931650893796005,9
hnf6,vegfr10,Lv,0.9036922282468371,12
hnf6,vegfr10,Lv,0.26833631484794274,16
hnf6,vegfr10,Lv,0.3291278113000549,20
hnf6,vegfr10,Lv,0.1212856276531231,24
soxC,vegfr10,Lv,0.073126143,6
soxC,vegfr10,Lv,1.2828601472134595,9
soxC,vegfr10,Lv,0.6454944487477408,12
soxC,vegfr10,Lv,0.8050089445438283,16
soxC,vegfr10,Lv,0.3839824465167305,20
soxC,vegfr10,Lv,0,24
tel,vegfr10,Lv,0.073126143,6
tel,vegfr10,Lv,2.1451104100946368,9
tel,vegfr10,Lv,0.4905757810482829,12
tel,vegfr10,Lv,0.7155635062611807,16
tel,vegfr10,Lv,0.603400987,20
tel,vegfr10,Lv,0.060642814,24
tbr,vegfr10,Lv,0.25594149908592323,6
tbr,vegfr10,Lv,5.909568874868559,9
tbr,vegfr10,Lv,5.370513813581203,12
tbr,vegfr10,Lv,4.651162790697675,16
tbr,vegfr10,Lv,3.2912781130005486,20
tbr,vegfr10,Lv,0.3638568829593693,24
tgif,vegfr10,Lv,0.036563071,6
tgif,vegfr10,Lv,3.4069400630914832,9
tgif,vegfr10,Lv,6.842241156726053,12
tgif,vegfr10,Lv,5.18783542,16
tgif,vegfr10,Lv,2.9621503017004938,20
tgif,vegfr10,Lv,0.6670709520921769,24
delta,vegfr10,Lv,0.16453382084095064,6
delta,vegfr10,Lv,4.879074658254469,9
delta,vegfr10,Lv,1.4975471210947586,12
delta,vegfr10,Lv,1.162790697674419,16
delta,vegfr10,Lv,0.9873834339001646,20
delta,vegfr10,Lv,0.1212856276531231,24
fgf,vegfr10,Lv,0.16453382084095064,6
fgf,vegfr10,Lv,5.110410094637223,9
fgf,vegfr10,Lv,4.90575781,12
fgf,vegfr10,Lv,2.6833631484794283,16
fgf,vegfr10,Lv,2.523313219967087,20
fgf,vegfr10,Lv,0.7277137659187386,24
alx1,wnt1,Lv,1.9561243144424127,6
alx1,wnt1,Lv,3.2597266035751837,9
alx1,wnt1,Lv,0.3614768912987349,12
alx1,wnt1,Lv,0.17889087656529518,16
alx1,wnt1,Lv,0,20
alx1,wnt1,Lv,0.060642814,24
pmar1,wnt1,Lv,3.784277879341865,6
pmar1,wnt1,Lv,1.0725552050473186,9
pmar1,wnt1,Lv,0.2323780015491867,12
pmar1,wnt1,Lv,0,16
pmar1,wnt1,Lv,0,20
pmar1,wnt1,Lv,0,24
dr1,wnt1,Lv,4.095063985374772,6
dr1,wnt1,Lv,3.7854889589905363,9
dr1,wnt1,Lv,0.9553317841466564,12
dr1,wnt1,Lv,0.9838998211091234,16
dr1,wnt1,Lv,2.4684585847504112,20
dr1,wnt1,Lv,3.0321406913280766,24
ets1,wnt1,Lv,7.4040219378427805,6
ets1,wnt1,Lv,10.052576235541537,9
ets1,wnt1,Lv,1.962303124193132,12
ets1,wnt1,Lv,0.5366726296958855,16
ets1,wnt1,Lv,0.3291278113000549,20
ets1,wnt1,Lv,0.2425712553062462,24
erg,wnt1,Lv,0,6
erg,wnt1,Lv,0,9
erg,wnt1,Lv,0,12
erg,wnt1,Lv,0,16
erg,wnt1,Lv,0,20
erg,wnt1,Lv,0,24
foxB,wnt1,Lv,0.14625228519195613,6
foxB,wnt1,Lv,0.042060988433228176,9
foxB,wnt1,Lv,0.6196746707978312,12
foxB,wnt1,Lv,0.35778175313059035,16
foxB,wnt1,Lv,0,20
foxB,wnt1,Lv,0.4244996967859309,24
foxN2,wnt1,Lv,6.087751371115173,6
foxN2,wnt1,Lv,19.72660357518402,9
foxN2,wnt1,Lv,11.386522075910149,12
foxN2,wnt1,Lv,2.59391771,16
foxN2,wnt1,Lv,1.8102029621503013,20
foxN2,wnt1,Lv,0.9096422073984234,24
foxO,wnt1,Lv,1.3345521023765996,6
foxO,wnt1,Lv,2.5026288117770767,9
foxO,wnt1,Lv,1.8073844564936743,12
foxO,wnt1,Lv,0.6261180679785331,16
foxO,wnt1,Lv,0.6582556226001097,20
foxO,wnt1,Lv,0.060642814,24
hesC,wnt1,Lv,4.899451553930531,6
hesC,wnt1,Lv,6.182965299684542,9
hesC,wnt1,Lv,13.064807642654273,12
hesC,wnt1,Lv,3.667262969588552,16
hesC,wnt1,Lv,1.1519473395501922,20
hesC,wnt1,Lv,0.3638568829593693,24
hex,wnt1,Lv,4.387568555758683,6
hex,wnt1,Lv,4.963196635120926,9
hex,wnt1,Lv,1.2135295636457526,12
hex,wnt1,Lv,0.089445438,16
hex,wnt1,Lv,0.10970927043335164,20
hex,wnt1,Lv,0.3638568829593693,24
hnf6,wnt1,Lv,3.4917733089579523,6
hnf6,wnt1,Lv,2.5026288117770767,9
hnf6,wnt1,Lv,1.6266460108443066,12
hnf6,wnt1,Lv,0.4472271914132379,16
hnf6,wnt1,Lv,1.3713658804168951,20
hnf6,wnt1,Lv,1.5767131594906003,24
soxC,wnt1,Lv,2.9616087751371114,6
soxC,wnt1,Lv,3.3648790746582544,9
soxC,wnt1,Lv,1.5233668990446685,12
soxC,wnt1,Lv,0.26833631484794274,16
soxC,wnt1,Lv,0.4388370817334065,20
soxC,wnt1,Lv,0.1212856276531231,24
tel,wnt1,Lv,2.8519195612431445,6
tel,wnt1,Lv,5.888538380651945,9
tel,wnt1,Lv,0.7229537825974697,12
tel,wnt1,Lv,0.17889087656529518,16
tel,wnt1,Lv,0.3839824465167305,20
tel,wnt1,Lv,0.2425712553062462,24
tbr,wnt1,Lv,10.054844606946984,6
tbr,wnt1,Lv,15.247108307045215,9
tbr,wnt1,Lv,1.4200877872450297,12
tbr,wnt1,Lv,0.5366726296958855,16
tbr,wnt1,Lv,0.2194185408667033,20
tbr,wnt1,Lv,0.060642814,24
tgif,wnt1,Lv,1.1700182815356492,6
tgif,wnt1,Lv,3.5751840168243962,9
tgif,wnt1,Lv,6.609863155176865,12
tgif,wnt1,Lv,1.6100178890876566,16
tgif,wnt1,Lv,1.6456390565002743,20
tgif,wnt1,Lv,0.7883565797453002,24
delta,wnt1,Lv,8.171846435100548,6
delta,wnt1,Lv,14.006309148264986,9
delta,wnt1,Lv,1.2135295636457526,12
delta,wnt1,Lv,0.089445438,16
delta,wnt1,Lv,0.2194185408667033,20
delta,wnt1,Lv,0.3638568829593693,24
fgf,wnt1,Lv,5.3747714808043865,6
fgf,wnt1,Lv,4.710830704521556,9
fgf,wnt1,Lv,2.4270591272915047,12
fgf,wnt1,Lv,0.26833631484794274,16
fgf,wnt1,Lv,0.5485463521667581,20
fgf,wnt1,Lv,0.6670709520921769,24
vegfr10,wnt1,Lv,0.18281535648994515,6
vegfr10,wnt1,Lv,4.9211356466876985,9
vegfr10,wnt1,Lv,1.1618900077459329,12
vegfr10,wnt1,Lv,0.35778175313059035,16
vegfr10,wnt1,Lv,0.3291278113000549,20
vegfr10,wnt1,Lv,0.18192844147968465,24
alx1,wnt8,Lv,2.303473491773309,6
alx1,wnt8,Lv,1.5772870662460567,9
alx1,wnt8,Lv,0.9036922282468371,12
alx1,wnt8,Lv,0.089445438,16
alx1,wnt8,Lv,0.10970927043335164,20
alx1,wnt8,Lv,0,24
pmar1,wnt8,Lv,5.8318098720292495,6
pmar1,wnt8,Lv,3.301787592008412,9
pmar1,wnt8,Lv,0.3614768912987349,12
pmar1,wnt8,Lv,0.089445438,16
pmar1,wnt8,Lv,0.10970927043335164,20
pmar1,wnt8,Lv,0,24
dr1,wnt8,Lv,5.429616087751371,6
dr1,wnt8,Lv,1.6824395373291272,9
dr1,wnt8,Lv,4.053705138135812,12
dr1,wnt8,Lv,4.651162790697675,16
dr1,wnt8,Lv,14.262205156335714,20
dr1,wnt8,Lv,9.217707701637355,24
ets1,wnt8,Lv,15.009140767824498,6
ets1,wnt8,Lv,11.735015772870662,9
ets1,wnt8,Lv,4.027885360185904,12
ets1,wnt8,Lv,0.6261180679785331,16
ets1,wnt8,Lv,0.8776741634668129,20
ets1,wnt8,Lv,0.4851425106124924,24
erg,wnt8,Lv,0,6
erg,wnt8,Lv,0,9
erg,wnt8,Lv,0,12
erg,wnt8,Lv,0,16
erg,wnt8,Lv,0,20
erg,wnt8,Lv,0,24
foxB,wnt8,Lv,0.3473491773308958,6
foxB,wnt8,Lv,0.042060988433228176,9
foxB,wnt8,Lv,1.2135295636457526,12
foxB,wnt8,Lv,0,16
foxB,wnt8,Lv,0.10970927043335164,20
foxB,wnt8,Lv,0.3638568829593693,24
foxN2,wnt8,Lv,9.798903107861062,6
foxN2,wnt8,Lv,19.28496319663512,9
foxN2,wnt8,Lv,13.684482313452106,12
foxN2,wnt8,Lv,3.577817531305904,16
foxN2,wnt8,Lv,3.3461327482172245,20
foxN2,wnt8,Lv,1.6979987871437234,24
foxO,wnt8,Lv,3.2358318098720287,6
foxO,wnt8,Lv,4.879074658254469,9
foxO,wnt8,Lv,4.053705138135812,12
foxO,wnt8,Lv,1.520572450805009,16
foxO,wnt8,Lv,2.084476138233681,20
foxO,wnt8,Lv,0.4244996967859309,24
hesC,wnt8,Lv,16.855575868372945,6
hesC,wnt8,Lv,16.382754994742378,9
hesC,wnt8,Lv,32.86857733023496,12
hesC,wnt8,Lv,10.286225402504472,16
hesC,wnt8,Lv,4.991771804717499,20
hesC,wnt8,Lv,1.394784718010916,24
hex,wnt8,Lv,7.001828154,6
hex,wnt8,Lv,2.9863301787592014,9
hex,wnt8,Lv,1.9106635682933129,12
hex,wnt8,Lv,0.26833631484794274,16
hex,wnt8,Lv,0.603400987,20
hex,wnt8,Lv,0.6670709520921769,24
hnf6,wnt8,Lv,12.120658135283366,6
hnf6,wnt8,Lv,12.23974763,9
hnf6,wnt8,Lv,10.35373095791376,12
hnf6,wnt8,Lv,4.919499105545618,16
hnf6,wnt8,Lv,8.776741634668129,20
hnf6,wnt8,Lv,2.850212249848393,24
soxC,wnt8,Lv,4.753199268738574,6
soxC,wnt8,Lv,5.299684542586751,9
soxC,wnt8,Lv,2.5819777949909626,12
soxC,wnt8,Lv,0.8050089445438283,16
soxC,wnt8,Lv,1.0970927043335161,20
soxC,wnt8,Lv,0.3638568829593693,24
tel,wnt8,Lv,4.168190128,6
tel,wnt8,Lv,5.846477392218717,9
tel,wnt8,Lv,1.4459075651949391,12
tel,wnt8,Lv,0.5366726296958855,16
tel,wnt8,Lv,0.9873834339001646,20
tel,wnt8,Lv,0.3638568829593693,24
tbr,wnt8,Lv,18.592321755027424,6
tbr,wnt8,Lv,11.62986330178759,9
tbr,wnt8,Lv,2.4270591272915047,12
tbr,wnt8,Lv,0.35778175313059035,16
tbr,wnt8,Lv,0.7131102578167855,20
tbr,wnt8,Lv,0.18192844147968465,24
tgif,wnt8,Lv,4.241316270566728,6
tgif,wnt8,Lv,2.060988433228181,9
tgif,wnt8,Lv,8.675445391169635,12
tgif,wnt8,Lv,3.1305903398926653,16
tgif,wnt8,Lv,3.3461327482172245,20
tgif,wnt8,Lv,1.2734990903577923,24
delta,wnt8,Lv,10.219378427787934,6
delta,wnt8,Lv,10.536277602523661,9
delta,wnt8,Lv,2.297960237541957,12
delta,wnt8,Lv,0.089445438,16
delta,wnt8,Lv,1.3713658804168951,20
delta,wnt8,Lv,1.0915706488781078,24
fgf,wnt8,Lv,6.106032906764168,6
fgf,wnt8,Lv,7.339642481598317,9
fgf,wnt8,Lv,14.433255873999483,12
fgf,wnt8,Lv,6.350626118067979,16
fgf,wnt8,Lv,6.253428414701044,20
fgf,wnt8,Lv,1.8192844147968468,24
vegfr10,wnt8,Lv,0.31078610603290674,6
vegfr10,wnt8,Lv,3.953732912723449,9
vegfr10,wnt8,Lv,2.1430415698424987,12
vegfr10,wnt8,Lv,0.17889087656529518,16
vegfr10,wnt8,Lv,0.6582556226001097,20
vegfr10,wnt8,Lv,0.1212856276531231,24
wnt1,wnt8,Lv,13.217550274223035,6
wnt1,wnt8,Lv,18.990536277602523,9
wnt1,wnt8,Lv,12.238574748257165,12
wnt1,wnt8,Lv,3.488372093023256,16
wnt1,wnt8,Lv,3.1267142073505214,20
wnt1,wnt8,Lv,0.9702850212249848,24
 pmar1,alx1,He,0.096805421,6
 pmar1,alx1,He,0.17322444939371442,9
 pmar1,alx1,He,0,12
 pmar1,alx1,He,0,16
 pmar1,alx1,He,0.032488629,20
 pmar1,alx1,He,0.029019153,24
alx1,dr1,He,0,6
alx1,dr1,He,0.024746349913387776,9
alx1,dr1,He,0,12
alx1,dr1,He,0.205761317,16
alx1,dr1,He,0.35737491877842753,20
alx1,dr1,He,0.5513639001741149,24
 pmar1,dr1,He,0.096805421,6
 pmar1,dr1,He,0.0494927,9
 pmar1,dr1,He,0,12
 pmar1,dr1,He,0.411522634,16
 pmar1,dr1,He,0.1949317738791423,20
 pmar1,dr1,He,0.14509576320371445,24
alx1,ets1,He,0,6
alx1,ets1,He,0.17322444939371442,9
alx1,ets1,He,0.084997875,12
alx1,ets1,He,0.411522634,16
alx1,ets1,He,0.2599090318388564,20
alx1,ets1,He,0.5803830528148578,24
 pmar1,ets1,He,0.1936108422071636,6
 pmar1,ets1,He,0.12373174956693887,9
 pmar1,ets1,He,0.14874628134296644,12
 pmar1,ets1,He,0,16
 pmar1,ets1,He,0.064977258,20
 pmar1,ets1,He,0.029019153,24
dr1,ets1,He,0,6
dr1,ets1,He,0.024746349913387776,9
dr1,ets1,He,0,12
dr1,ets1,He,0.205761317,16
dr1,ets1,He,0.3898635477582846,20
dr1,ets1,He,0.5803830528148578,24
alx1,erg,He,0,6
alx1,erg,He,1.5342736946300422,9
alx1,erg,He,0.084997875,12
alx1,erg,He,0.205761317,16
alx1,erg,He,0.2274204028589993,20
alx1,erg,He,0.2321532211259431,24
 pmar1,erg,He,0,6
 pmar1,erg,He,0.4701806483543677,9
 pmar1,erg,He,0.16999575010624735,12
 pmar1,erg,He,0,16
 pmar1,erg,He,0.064977258,20
 pmar1,erg,He,0.029019153,24
dr1,erg,He,0,6
dr1,erg,He,0.07423905,9
dr1,erg,He,0.021249468763280918,12
dr1,erg,He,0.205761317,16
dr1,erg,He,0.1949317738791423,20
dr1,erg,He,0.2321532211259431,24
erg,ets1,He,0.048402711,6
erg,ets1,He,0.4701806483543677,9
erg,ets1,He,2.5499362515937105,12
erg,ets1,He,2.4691358024691357,16
erg,ets1,He,0.5847953216374269,20
erg,ets1,He,0.4643064422518862,24
alx1,foxB,He,0,6
alx1,foxB,He,0,9
alx1,foxB,He,0,12
alx1,foxB,He,0,16
alx1,foxB,He,0,20
alx1,foxB,He,0,24
 pmar1,foxB,He,0,6
 pmar1,foxB,He,0,9
 pmar1,foxB,He,0,12
 pmar1,foxB,He,0,16
 pmar1,foxB,He,0,20
 pmar1,foxB,He,0,24
dr1,foxB,He,0,6
dr1,foxB,He,0,9
dr1,foxB,He,0,12
dr1,foxB,He,0.205761317,16
dr1,foxB,He,0.032488629,20
dr1,foxB,He,0.087057458,24
ets1,foxB,He,0,6
ets1,foxB,He,0,9
ets1,foxB,He,0,12
ets1,foxB,He,0,16
ets1,foxB,He,0,20
ets1,foxB,He,0,24
erg,foxB,He,0,6
erg,foxB,He,0,9
erg,foxB,He,0,12
erg,foxB,He,0,16
erg,foxB,He,0,20
erg,foxB,He,0,24
alx1,foxN2,He,0,6
alx1,foxN2,He,1.4847809948032664,9
alx1,foxN2,He,0.4249893752656183,12
alx1,foxN2,He,0.205761317,16
alx1,foxN2,He,0.35737491877842753,20
alx1,foxN2,He,0.9866511897852582,24
 pmar1,foxN2,He,0.1936108422071636,6
 pmar1,foxN2,He,0.4949269982677555,9
 pmar1,foxN2,He,0.40373990650233743,12
 pmar1,foxN2,He,0,16
 pmar1,foxN2,He,0.064977258,20
 pmar1,foxN2,He,0.087057458,24
dr1,foxN2,He,0,6
dr1,foxN2,He,0.17322444939371442,9
dr1,foxN2,He,0.042498937526561836,12
dr1,foxN2,He,1.646090534979424,16
dr1,foxN2,He,4.028589993502274,20
dr1,foxN2,He,5.513639001741148,24
ets1,foxN2,He,0.048402711,6
ets1,foxN2,He,0.8166295471417966,9
ets1,foxN2,He,4.0586485337866565,12
ets1,foxN2,He,2.4691358024691357,16
ets1,foxN2,He,1.1695906432748535,20
ets1,foxN2,He,1.4509576320371445,24
erg,foxN2,He,0,6
erg,foxN2,He,5.394704281118535,9
erg,foxN2,He,7.458563535911603,12
erg,foxN2,He,1.646090534979424,16
erg,foxN2,He,0.4223521767381416,20
erg,foxN2,He,0.4933255948926291,24
foxB,foxN2,He,0,6
foxB,foxN2,He,0,9
foxB,foxN2,He,0,12
foxB,foxN2,He,0,16
foxB,foxN2,He,0.032488629,20
foxB,foxN2,He,0.058038305,24
alx1,foxO,He,0.096805421,6
alx1,foxO,He,0.3959415986142044,9
alx1,foxO,He,0.042498937526561836,12
alx1,foxO,He,0.411522634,16
alx1,foxO,He,0.064977258,20
alx1,foxO,He,0.3772489843296576,24
 pmar1,foxO,He,0.7260406582768635,6
 pmar1,foxO,He,0.5196733481811433,9
 pmar1,foxO,He,0.063748406,12
 pmar1,foxO,He,0.411522634,16
 pmar1,foxO,He,0.2274204028589993,20
 pmar1,foxO,He,0.14509576320371445,24
dr1,foxO,He,0.14520813165537272,6
dr1,foxO,He,0.12373174956693887,9
dr1,foxO,He,0.021249468763280918,12
dr1,foxO,He,4.938271604938271,16
dr1,foxO,He,7.7972709551656925,20
dr1,foxO,He,7.225769007544978,24
ets1,foxO,He,0.096805421,6
ets1,foxO,He,0.8413758970551845,9
ets1,foxO,He,0.5524861878453038,12
ets1,foxO,He,0.205761317,16
ets1,foxO,He,0.29239766081871343,20
ets1,foxO,He,0.8415554265815438,24
erg,foxO,He,0.048402711,6
erg,foxO,He,1.0393466963622866,9
erg,foxO,He,0.9774755631109222,12
erg,foxO,He,0.411522634,16
erg,foxO,He,0.032488629,20
erg,foxO,He,0.14509576320371445,24
foxB,foxO,He,0,6
foxB,foxO,He,0,9
foxB,foxO,He,0,12
foxB,foxO,He,0,16
foxB,foxO,He,0,20
foxB,foxO,He,0.058038305,24
foxN2,foxO,He,0.14520813165537272,6
foxN2,foxO,He,2.2766641920316752,9
foxN2,foxO,He,2.3799405014874626,12
foxN2,foxO,He,1.8518518518518519,16
foxN2,foxO,He,1.981806368,20
foxN2,foxO,He,4.759141033081834,24
alx1,hesC,He,0,6
alx1,hesC,He,0,9
alx1,hesC,He,0,12
alx1,hesC,He,0,16
alx1,hesC,He,0,20
alx1,hesC,He,0,24
 pmar1,hesC,He,0,6
